0.020854	-5.071892
0.020854	-5.071892
0.020854	-5.071892
0.020854	-5.071892
0.020850	-5.063285
0.020844	-5.051172
0.020833	-5.030118
0.020816	-4.999015
0.020795	-4.957958
0.020769	-4.907048
0.018137	-4.850409
0.005779	-4.773478
-0.008304	-4.692459
-0.030165	-4.580356
-0.056969	-4.456769
-0.088027	-4.325681
-0.128412	-4.168838
-0.176939	-3.995570
-0.234546	-3.806489
-0.302289	-3.602277
-0.381328	-3.383716
-0.466372	-3.167562
-0.578259	-2.907216
-0.690200	-2.668772
-0.835594	-2.385444
-0.990144	-2.110740
-1.151457	-1.847760
-1.357292	-1.541164
-1.572273	-1.249714
-1.809662	-0.956353
-2.355476	-0.372403
-2.665474	-0.086436
-3.000983	0.192205
-3.362351	0.460864
-3.776460	0.733302
-4.162962	0.957030
-4.601732	1.178689
-5.065370	1.378713
-5.552920	1.554029
-6.028423	1.692649
-6.630433	1.824843
-7.144588	1.901058
-7.711593	1.947112
-8.292651	1.953619
-8.884710	1.917977
-9.484362	1.837804
-10.087844	1.710986
-10.692163	1.544529
-11.302912	1.436708
-11.923137	1.334936
-12.558147	1.236294
-13.186117	1.099974
-13.780528	0.871911
-14.400297	0.567414
-14.926304	0.250126
-15.468912	-0.140560
-16.031761	-0.487505
-17.260159	-0.861366
-17.954405	-0.965703
-18.622709	-1.005858
-19.257320	-0.993120
-19.990210	-0.917792
-20.633406	-0.796938
-21.273607	-0.623214
-21.995365	-0.358505
-22.654762	-0.086070
-23.317167	0.216166
-23.895519	0.574958
-24.377237	0.929583
-24.990721	1.298075
-25.614378	1.513991
-26.309698	1.677780
-26.938389	1.765090
-27.581148	1.801751
-28.301470	1.905516
-28.934113	1.992223
-29.607409	1.978989
-30.375580	2.031891
-31.037558	1.988891
-31.647877	1.882792
-32.303333	1.798693
-32.965183	1.738129
-33.640915	1.681975
-34.955219	1.735754
-35.511482	1.776835
-36.076233	1.901398
-36.621666	2.066985
-37.146225	2.269176
-37.615807	2.487394
-38.165051	2.790077
-38.608986	3.075472
-39.072845	3.419135
-39.549595	3.829609
-39.947430	4.225987
-40.349445	4.688731
-40.722179	5.189809
-41.061363	5.727657
-41.362820	6.300231
-41.590321	6.822622
-41.848347	7.582252
-41.990078	8.154050
-42.109108	8.880173
-42.161736	9.578753
-42.154217	10.289467
-42.083984	11.006821
-41.949001	11.724903
-41.747814	12.437417
-41.479584	13.137739
-41.144173	13.818989
-40.241646	15.135939
-39.707458	15.714203
-39.154995	16.210623
-38.553764	16.659458
-37.763779	17.132679
-37.069290	17.457211
-36.234219	17.749575
-35.529041	17.921307
-34.639675	18.058573
-33.821907	18.249123
-32.939445	18.464811
-32.158287	18.663027
-31.311392	18.882439
-30.453615	19.106348
-29.584650	19.333044
-28.645384	19.577255
-27.813168	19.793001
-26.910952	20.026527
-26.059183	20.246883
-25.012472	20.517704
-24.140360	20.743416
-23.195936	20.987904
-22.241220	21.235085
-21.276314	21.484913
-20.235968	21.754261
-19.250336	22.009436
-18.321505	22.249910
