-0.417167	-4.675343
-0.416155	-4.675189
-0.417147	-4.674124
-0.414635	-4.672466
-0.417064	-4.672719
-0.417285	-4.671876
-0.413800	-4.667508
-0.414060	-4.669394
-0.412191	-4.667585
-0.412482	-4.666187
-0.412702	-4.665541
-0.412826	-4.663781
-0.413051	-4.664059
-0.408525	-4.662854
-0.404205	-4.661294
-0.401477	-4.659984
-0.398639	-4.657966
-0.394895	-4.657381
-0.391768	-4.655245
-0.388577	-4.654300
-0.384591	-4.652750
-0.381440	-4.650736
-0.378116	-4.649826
-0.374938	-4.647895
-0.371590	-4.647109
-0.367633	-4.644278
-0.364501	-4.643432
-0.361151	-4.642656
-0.357984	-4.640697
-0.354613	-4.639882
-0.350628	-4.637136
-0.347512	-4.636325
-0.344143	-4.635533
-0.340951	-4.633605
-0.337588	-4.632843
-0.334395	-4.630926
-0.331022	-4.630160
-0.327080	-4.628567
-0.323878	-4.626667
-0.320504	-4.625919
-0.317294	-4.624026
-0.313920	-4.623294
-0.310705	-4.621413
-0.307327	-4.620687
-0.303284	-4.618018
-0.300145	-4.617267
-0.296763	-4.616557
-0.293534	-4.614699
-0.290151	-4.614001
-0.286917	-4.612154
-0.283531	-4.611464
-0.279460	-4.608838
-0.277896	-4.610067
-0.273691	-4.602011
-0.260063	-4.574577
-0.239181	-4.536063
-0.205490	-4.476142
-0.161328	-4.400036
-0.124195	-4.316048
-0.079611	-4.183216
-0.052492	-4.089001
-0.072789	-3.986268
-0.104722	-3.868731
-0.139488	-3.754440
-0.184420	-3.613592
-0.235801	-3.462219
-0.288053	-3.320910
-0.356694	-3.152593
-0.435886	-2.976375
-0.508743	-2.810444
-0.619434	-2.590130
-0.715962	-2.410373
-0.832178	-2.194858
-0.950727	-2.006192
-1.090094	-1.781800
-1.214855	-1.577532
-1.372474	-1.346401
-1.548083	-1.120828
-1.727025	-0.883055
-1.898732	-0.673344
-2.108714	-0.435095
-2.305743	-0.220830
-2.568282	-0.018576
-2.856754	0.233476
-3.095684	0.433860
-3.388238	0.638043
-3.652015	0.823747
-3.974083	1.023006
-4.266942	1.189029
-4.618759	1.343776
-4.976202	1.484800
-5.327763	1.629604
-5.645432	1.762607
-6.026544	1.865231
-6.368238	1.934475
-6.761970	2.010792
-7.112244	2.058504
